player_id,signup_date,country,platform,acquisition_channel,age_group,experiment_group
P19268,2026-01-13,India,Android,Google Ads,18-24,Control
P19269,2026-01-06,United States,iOS,Organic,18-24,Control
P19270,2026-01-02,India,Android,Meta Ads,25-34,Daily_Reward
P19271,2026-01-02,United States,Android,Organic,25-34,Control
P19272,2026-01-10,United Kingdom,iOS,Organic,25-34,Daily_Reward
P19273,2026-01-10,India,Android,Organic,25-34,Control
P19274,2026-01-08,India,iOS,Google Ads,18-24,Control
P19275,2026-01-03,United States,Android,Google Ads,45+,Free_Hint
P19276,2026-01-14,United Kingdom,Android,Meta Ads,18-24,Daily_Reward
P19277,2026-01-04,India,Android,Google Ads,35-44,Free_Hint
P19278,2026-01-15,United States,iOS,Meta Ads,25-34,Control
P19279,2026-01-14,United States,Android,Organic,45+,Daily_Reward
P19280,2026-01-11,Australia,iOS,Organic,35-44,Free_Hint
P19281,2026-01-08,Australia,iOS,TikTok Ads,25-34,Control
P19282,2026-01-08,India,Android,Meta Ads,25-34,Control
P19283,2026-01-04,United States,Android,Meta Ads,35-44,Control
P19284,2026-01-11,India,iOS,Organic,25-34,Daily_Reward
P19285,2026-01-02,United Kingdom,Android,Google Ads,45+,Free_Hint
P19286,2026-01-05,India,iOS,Organic,25-34,Control
P19287,2026-01-02,United States,iOS,Google Ads,25-34,Control
P19288,2026-01-07,Australia,Android,TikTok Ads,35-44,Control
P19289,2026-01-04,India,Android,Organic,25-34,Control
P19290,2026-01-13,Canada,Android,Meta Ads,18-24,Control
P19291,2026-01-15,India,Android,Google Ads,35-44,Control
P19292,2026-01-07,Canada,iOS,Organic,45+,Daily_Reward
P19293,2026-01-03,United States,iOS,Google Ads,25-34,Control
P19294,2026-01-04,India,Android,TikTok Ads,35-44,Control
P19295,2026-01-07,India,Android,Google Ads,45+,Control
P19296,2026-01-10,Canada,Android,TikTok Ads,35-44,Daily_Reward
P19297,2026-01-05,India,Android,Organic,35-44,Control
P19298,2026-01-03,India,Android,Organic,45+,Daily_Reward
P19299,2026-01-02,Canada,Android,Google Ads,18-24,Daily_Reward
P19300,2026-01-04,Canada,iOS,Organic,25-34,Free_Hint
P19301,2026-01-05,United States,Android,Meta Ads,25-34,Daily_Reward
P19302,2026-01-10,Canada,Android,Google Ads,35-44,Daily_Reward
P19303,2026-01-14,India,Android,Meta Ads,35-44,Free_Hint
P19304,2026-01-01,Canada,Android,Organic,18-24,Free_Hint
P19305,2026-01-08,United States,Android,Referral,18-24,Free_Hint
P19306,2026-01-09,India,Android,Referral,18-24,Control
P19307,2026-01-14,Canada,Android,TikTok Ads,25-34,Control
P19308,2026-01-05,India,Android,Organic,35-44,Control
P19309,2026-01-09,India,Android,Organic,25-34,Control
P19310,2026-01-02,India,iOS,Meta Ads,35-44,Daily_Reward
P19311,2026-01-11,United States,iOS,Organic,18-24,Free_Hint
P19312,2026-01-07,United States,Android,TikTok Ads,45+,Daily_Reward
P19313,2026-01-09,United Kingdom,Android,TikTok Ads,18-24,Daily_Reward
P19314,2026-01-15,India,iOS,Organic,18-24,Control
P19315,2026-01-11,United States,Android,Referral,25-34,Control
P19316,2026-01-14,United States,Android,Organic,18-24,Daily_Reward
P19317,2026-01-13,United States,Android,TikTok Ads,35-44,Free_Hint
P19318,2026-01-06,Canada,Android,Meta Ads,18-24,Free_Hint
P19319,2026-01-03,India,iOS,Organic,25-34,Control
P19320,2026-01-15,Canada,Android,Organic,25-34,Daily_Reward
P19321,2026-01-10,United Kingdom,Android,Organic,25-34,Free_Hint
P19322,2026-01-04,India,iOS,Google Ads,18-24,Control
P19323,2026-01-01,Australia,Android,Google Ads,35-44,Control
P19324,2026-01-01,United States,iOS,Meta Ads,35-44,Control
P19325,2026-01-05,Canada,iOS,Organic,18-24,Control
P19326,2026-01-11,India,Android,Referral,35-44,Control
P19327,2026-01-06,United States,Android,TikTok Ads,45+,Free_Hint
P19328,2026-01-01,Canada,Android,Google Ads,35-44,Free_Hint
P19329,2026-01-15,India,Android,Google Ads,25-34,Daily_Reward
P19330,2026-01-15,United States,Android,Organic,45+,Daily_Reward
P19331,2026-01-14,Australia,Android,Google Ads,25-34,Daily_Reward
P19332,2026-01-13,Canada,iOS,Google Ads,25-34,Control
P19333,2026-01-08,Australia,Android,Referral,35-44,Control
P19334,2026-01-11,India,iOS,Meta Ads,18-24,Control
P19335,2026-01-01,United States,Android,Organic,45+,Control
P19336,2026-01-10,India,iOS,Google Ads,45+,Control
P19337,2026-01-15,United States,Android,Google Ads,25-34,Free_Hint
P19338,2026-01-14,India,Android,Google Ads,35-44,Free_Hint
P19339,2026-01-08,Australia,Android,Meta Ads,18-24,Control
P19340,2026-01-07,Australia,iOS,Meta Ads,25-34,Control
P19341,2026-01-01,India,iOS,Google Ads,45+,Control
P19342,2026-01-11,India,Android,Meta Ads,35-44,Daily_Reward
P19343,2026-01-07,Australia,iOS,Meta Ads,25-34,Control
P19344,2026-01-06,Australia,iOS,Organic,25-34,Free_Hint
P19345,2026-01-02,United States,iOS,Meta Ads,18-24,Daily_Reward
P19346,2026-01-03,Australia,Android,TikTok Ads,35-44,Free_Hint
P19347,2026-01-07,United States,iOS,Organic,18-24,Free_Hint
P19348,2026-01-02,India,iOS,Google Ads,18-24,Free_Hint
P19349,2026-01-02,India,Android,Referral,25-34,Daily_Reward
P19350,2026-01-05,United States,iOS,Meta Ads,45+,Control
P19351,2026-01-05,United States,Android,Organic,18-24,Free_Hint
P19352,2026-01-14,India,iOS,Meta Ads,18-24,Free_Hint
P19353,2026-01-14,United States,iOS,Organic,25-34,Control
P19354,2026-01-04,Australia,iOS,Organic,45+,Daily_Reward
P19355,2026-01-07,United States,Android,TikTok Ads,18-24,Daily_Reward
P19356,2026-01-02,United States,Android,Referral,18-24,Daily_Reward
P19357,2026-01-06,India,Android,Meta Ads,18-24,Daily_Reward
P19358,2026-01-14,India,Android,Organic,25-34,Daily_Reward
P19359,2026-01-10,United Kingdom,iOS,Google Ads,45+,Daily_Reward
P19360,2026-01-09,India,iOS,TikTok Ads,35-44,Control
P19361,2026-01-14,United States,Android,Organic,25-34,Daily_Reward
P19362,2026-01-04,India,Android,Organic,25-34,Control
P19363,2026-01-12,Australia,iOS,Meta Ads,25-34,Control
P19364,2026-01-09,India,iOS,Organic,45+,Daily_Reward
P19365,2026-01-08,India,iOS,Organic,35-44,Control
P19366,2026-01-09,United Kingdom,Android,Referral,25-34,Free_Hint
P19367,2026-01-03,United States,Android,Meta Ads,18-24,Free_Hint
P19368,2026-01-03,Australia,Android,Meta Ads,25-34,Control
P19369,2026-01-04,Australia,iOS,Meta Ads,25-34,Control
P19370,2026-01-05,Canada,iOS,Meta Ads,25-34,Control
P19371,2026-01-05,United States,Android,Meta Ads,18-24,Daily_Reward
P19372,2026-01-10,Canada,Android,Meta Ads,25-34,Free_Hint
P19373,2026-01-07,United States,Android,Referral,25-34,Control
P19374,2026-01-15,India,iOS,Referral,18-24,Daily_Reward
P19375,2026-01-02,India,Android,Google Ads,18-24,Daily_Reward
P19376,2026-01-12,India,iOS,TikTok Ads,25-34,Free_Hint
P19377,2026-01-02,India,iOS,Organic,35-44,Control
P19378,2026-01-04,India,iOS,Organic,18-24,Free_Hint
P19379,2026-01-15,United States,Android,Referral,45+,Free_Hint
P19380,2026-01-10,India,Android,Meta Ads,18-24,Free_Hint
P19381,2026-01-07,United Kingdom,iOS,Organic,25-34,Free_Hint
P19382,2026-01-01,United States,Android,Meta Ads,18-24,Daily_Reward
P19383,2026-01-15,United States,iOS,Meta Ads,45+,Free_Hint
P19384,2026-01-02,United States,Android,TikTok Ads,18-24,Free_Hint
P19385,2026-01-13,United States,Android,TikTok Ads,25-34,Daily_Reward
P19386,2026-01-08,Canada,iOS,Google Ads,18-24,Daily_Reward
P19387,2026-01-03,Australia,iOS,Google Ads,25-34,Daily_Reward
P19388,2026-01-12,United States,Android,Organic,18-24,Free_Hint
P19389,2026-01-01,Canada,Android,Organic,25-34,Daily_Reward
P19390,2026-01-09,United Kingdom,Android,Google Ads,18-24,Daily_Reward
P19391,2026-01-09,India,Android,Meta Ads,45+,Control
P19392,2026-01-13,United States,Android,Organic,25-34,Free_Hint
P19393,2026-01-03,Canada,Android,Meta Ads,18-24,Daily_Reward
P19394,2026-01-14,Australia,iOS,Organic,25-34,Control
P19395,2026-01-03,United Kingdom,Android,Google Ads,18-24,Free_Hint
P19396,2026-01-15,United States,iOS,TikTok Ads,18-24,Control
P19397,2026-01-05,India,Android,Organic,25-34,Control
P19398,2026-01-13,Australia,iOS,TikTok Ads,45+,Daily_Reward
P19399,2026-01-05,India,Android,Google Ads,45+,Free_Hint
P19400,2026-01-08,India,Android,Google Ads,18-24,Daily_Reward
P19401,2026-01-05,United States,Android,Organic,25-34,Daily_Reward
P19402,2026-01-01,United Kingdom,Android,Google Ads,18-24,Daily_Reward
P19403,2026-01-13,United States,iOS,Meta Ads,25-34,Control
P19404,2026-01-13,Australia,Android,Meta Ads,25-34,Free_Hint
P19405,2026-01-11,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P19406,2026-01-06,Australia,Android,Meta Ads,18-24,Control
P19407,2026-01-07,Canada,iOS,Google Ads,25-34,Free_Hint
P19408,2026-01-12,India,iOS,Google Ads,25-34,Control
P19409,2026-01-07,India,Android,Referral,45+,Free_Hint
P19410,2026-01-12,India,Android,Meta Ads,25-34,Control
P19411,2026-01-02,United Kingdom,Android,Organic,25-34,Control
P19412,2026-01-02,United States,Android,Meta Ads,25-34,Free_Hint
P19413,2026-01-11,Canada,Android,Referral,25-34,Daily_Reward
P19414,2026-01-04,India,Android,Google Ads,18-24,Control
P19415,2026-01-06,India,iOS,TikTok Ads,35-44,Daily_Reward
P19416,2026-01-11,United States,iOS,Referral,25-34,Free_Hint
P19417,2026-01-01,India,Android,TikTok Ads,35-44,Free_Hint
P19418,2026-01-08,United States,Android,Google Ads,25-34,Free_Hint
P19419,2026-01-06,India,Android,Organic,35-44,Free_Hint
P19420,2026-01-12,United States,Android,Meta Ads,35-44,Control
P19421,2026-01-03,India,Android,Meta Ads,45+,Free_Hint
P19422,2026-01-04,India,iOS,Organic,25-34,Free_Hint
P19423,2026-01-02,India,Android,Organic,18-24,Control
P19424,2026-01-05,United States,iOS,Meta Ads,45+,Daily_Reward
P19425,2026-01-10,India,iOS,Referral,45+,Daily_Reward
P19426,2026-01-02,Canada,iOS,Google Ads,35-44,Control
P19427,2026-01-09,India,Android,Meta Ads,45+,Free_Hint
P19428,2026-01-05,United States,Android,Organic,18-24,Control
P19429,2026-01-15,India,Android,Meta Ads,25-34,Free_Hint
P19430,2026-01-10,Australia,iOS,Referral,18-24,Free_Hint
P19431,2026-01-12,India,iOS,Google Ads,25-34,Free_Hint
P19432,2026-01-02,United Kingdom,Android,TikTok Ads,25-34,Control
P19433,2026-01-10,United States,iOS,TikTok Ads,25-34,Daily_Reward
P19434,2026-01-06,India,Android,Meta Ads,18-24,Daily_Reward
P19435,2026-01-07,India,Android,Organic,45+,Daily_Reward
P19436,2026-01-11,India,Android,Organic,25-34,Daily_Reward
P19437,2026-01-11,United States,Android,Meta Ads,25-34,Daily_Reward
P19438,2026-01-06,Canada,Android,TikTok Ads,18-24,Free_Hint
P19439,2026-01-06,United States,Android,Meta Ads,18-24,Free_Hint
P19440,2026-01-10,United Kingdom,Android,TikTok Ads,25-34,Daily_Reward
P19441,2026-01-05,United States,Android,TikTok Ads,25-34,Control
P19442,2026-01-06,United Kingdom,Android,Google Ads,35-44,Control
P19443,2026-01-01,United States,iOS,TikTok Ads,25-34,Free_Hint
P19444,2026-01-01,India,iOS,Meta Ads,25-34,Free_Hint
P19445,2026-01-14,United States,iOS,Google Ads,18-24,Control
P19446,2026-01-10,Australia,iOS,Organic,25-34,Daily_Reward
P19447,2026-01-11,United States,Android,Google Ads,25-34,Free_Hint
P19448,2026-01-04,India,Android,TikTok Ads,25-34,Daily_Reward
P19449,2026-01-10,United States,iOS,Meta Ads,35-44,Daily_Reward
P19450,2026-01-06,Canada,Android,Google Ads,25-34,Control
P19451,2026-01-02,United States,Android,Organic,35-44,Free_Hint
P19452,2026-01-08,United States,Android,Organic,18-24,Daily_Reward
P19453,2026-01-02,United Kingdom,iOS,Organic,25-34,Free_Hint
P19454,2026-01-03,India,iOS,TikTok Ads,18-24,Control
P19455,2026-01-02,India,Android,Meta Ads,35-44,Daily_Reward
P19456,2026-01-01,United States,Android,Google Ads,18-24,Free_Hint
P19457,2026-01-03,United States,Android,Organic,25-34,Daily_Reward
P19458,2026-01-14,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P19459,2026-01-13,India,iOS,Referral,25-34,Free_Hint
P19460,2026-01-13,Australia,Android,Google Ads,18-24,Daily_Reward
P19461,2026-01-15,India,Android,Google Ads,18-24,Daily_Reward
P19462,2026-01-10,United States,iOS,TikTok Ads,18-24,Control
P19463,2026-01-09,India,Android,Google Ads,25-34,Control
P19464,2026-01-15,Australia,Android,TikTok Ads,25-34,Control
P19465,2026-01-09,Australia,Android,Organic,25-34,Free_Hint
P19466,2026-01-01,India,iOS,TikTok Ads,18-24,Free_Hint
P19467,2026-01-07,United States,Android,Organic,35-44,Control
P19468,2026-01-03,United States,iOS,Organic,25-34,Control
P19469,2026-01-15,India,iOS,TikTok Ads,35-44,Free_Hint
P19470,2026-01-02,India,Android,Meta Ads,25-34,Control
P19471,2026-01-09,Canada,Android,Organic,45+,Free_Hint
P19472,2026-01-05,India,Android,TikTok Ads,35-44,Free_Hint
P19473,2026-01-13,India,Android,Organic,18-24,Control
P19474,2026-01-08,India,Android,Google Ads,25-34,Control
P19475,2026-01-01,Australia,iOS,Organic,18-24,Control
P19476,2026-01-10,Australia,Android,Organic,18-24,Free_Hint
P19477,2026-01-14,Canada,iOS,Organic,25-34,Daily_Reward
P19478,2026-01-04,Australia,iOS,Organic,25-34,Daily_Reward
P19479,2026-01-04,United Kingdom,iOS,Meta Ads,25-34,Daily_Reward
P19480,2026-01-05,United States,iOS,Referral,25-34,Control
P19481,2026-01-02,United States,Android,TikTok Ads,18-24,Control
P19482,2026-01-15,United States,Android,Organic,25-34,Free_Hint
P19483,2026-01-04,United States,Android,Organic,25-34,Control
P19484,2026-01-04,India,Android,Google Ads,25-34,Control
P19485,2026-01-13,United States,Android,Google Ads,45+,Daily_Reward
P19486,2026-01-14,India,iOS,Google Ads,18-24,Free_Hint
P19487,2026-01-12,India,iOS,Meta Ads,18-24,Control
P19488,2026-01-12,United States,Android,Meta Ads,35-44,Daily_Reward
P19489,2026-01-04,India,Android,Google Ads,25-34,Free_Hint
P19490,2026-01-10,India,Android,Organic,25-34,Free_Hint
P19491,2026-01-02,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P19492,2026-01-04,India,iOS,Meta Ads,35-44,Free_Hint
P19493,2026-01-08,India,Android,Organic,25-34,Daily_Reward
P19494,2026-01-05,Australia,Android,Organic,45+,Control
P19495,2026-01-06,India,Android,Google Ads,18-24,Control
P19496,2026-01-12,United States,iOS,Organic,18-24,Free_Hint
P19497,2026-01-11,Australia,Android,Google Ads,35-44,Free_Hint
P19498,2026-01-08,United States,Android,Organic,18-24,Free_Hint
P19499,2026-01-11,India,Android,Meta Ads,18-24,Control
P19500,2026-01-04,United States,iOS,Google Ads,25-34,Free_Hint
P19501,2026-01-12,India,Android,Google Ads,35-44,Free_Hint
P19502,2026-01-15,India,iOS,Google Ads,35-44,Free_Hint
P19503,2026-01-14,India,iOS,Meta Ads,18-24,Control
P19504,2026-01-04,United States,Android,Organic,18-24,Daily_Reward
P19505,2026-01-14,United States,iOS,Organic,25-34,Control
P19506,2026-01-12,India,Android,Google Ads,25-34,Free_Hint
P19507,2026-01-04,United States,Android,Organic,35-44,Free_Hint
P19508,2026-01-12,United Kingdom,Android,Meta Ads,25-34,Control
P19509,2026-01-03,Australia,Android,TikTok Ads,25-34,Free_Hint
P19510,2026-01-01,United States,Android,Organic,45+,Daily_Reward
P19511,2026-01-11,India,Android,Meta Ads,45+,Free_Hint
P19512,2026-01-08,United States,Android,TikTok Ads,25-34,Free_Hint
P19513,2026-01-14,India,Android,Organic,45+,Control
P19514,2026-01-01,United States,Android,Google Ads,25-34,Control
P19515,2026-01-07,India,Android,Google Ads,25-34,Control
P19516,2026-01-04,United States,iOS,Organic,25-34,Free_Hint
P19517,2026-01-06,India,Android,Organic,35-44,Daily_Reward
P19518,2026-01-02,Australia,iOS,TikTok Ads,25-34,Daily_Reward
P19519,2026-01-13,India,iOS,Meta Ads,25-34,Control
P19520,2026-01-15,India,Android,TikTok Ads,18-24,Control
P19521,2026-01-02,United States,iOS,Organic,35-44,Control
P19522,2026-01-09,India,iOS,Meta Ads,25-34,Daily_Reward
P19523,2026-01-07,India,Android,Referral,35-44,Control
P19524,2026-01-05,Australia,Android,Organic,35-44,Daily_Reward
P19525,2026-01-07,Australia,Android,Organic,18-24,Daily_Reward
P19526,2026-01-13,Australia,iOS,Google Ads,25-34,Daily_Reward
P19527,2026-01-08,India,Android,Organic,35-44,Free_Hint
P19528,2026-01-05,United Kingdom,iOS,Meta Ads,25-34,Free_Hint
P19529,2026-01-12,Australia,Android,TikTok Ads,45+,Free_Hint
P19530,2026-01-15,India,Android,Meta Ads,25-34,Daily_Reward
P19531,2026-01-14,United States,Android,TikTok Ads,18-24,Free_Hint
P19532,2026-01-08,United Kingdom,iOS,Organic,25-34,Free_Hint
P19533,2026-01-01,United Kingdom,Android,Referral,18-24,Free_Hint
P19534,2026-01-12,India,Android,Google Ads,18-24,Free_Hint
P19535,2026-01-15,United States,iOS,Organic,18-24,Control
P19536,2026-01-03,Canada,Android,Organic,18-24,Control
P19537,2026-01-09,United States,Android,Organic,35-44,Daily_Reward
P19538,2026-01-09,Canada,Android,TikTok Ads,35-44,Free_Hint
P19539,2026-01-12,India,Android,Google Ads,35-44,Daily_Reward
P19540,2026-01-06,Canada,Android,Meta Ads,18-24,Daily_Reward
P19541,2026-01-03,Canada,Android,Meta Ads,35-44,Daily_Reward
P19542,2026-01-12,India,Android,TikTok Ads,18-24,Daily_Reward
P19543,2026-01-07,India,iOS,TikTok Ads,18-24,Daily_Reward
P19544,2026-01-07,United States,iOS,Google Ads,18-24,Daily_Reward
P19545,2026-01-14,Australia,iOS,TikTok Ads,45+,Daily_Reward
P19546,2026-01-08,India,Android,TikTok Ads,25-34,Daily_Reward
P19547,2026-01-11,Canada,Android,Meta Ads,18-24,Free_Hint
P19548,2026-01-07,Canada,Android,Meta Ads,18-24,Control
P19549,2026-01-11,Canada,iOS,Organic,25-34,Control
P19550,2026-01-04,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P19551,2026-01-10,India,Android,TikTok Ads,18-24,Free_Hint
P19552,2026-01-09,Australia,Android,Organic,35-44,Free_Hint
P19553,2026-01-03,India,Android,Organic,18-24,Daily_Reward
P19554,2026-01-08,Canada,iOS,TikTok Ads,25-34,Free_Hint
P19555,2026-01-04,India,Android,Organic,18-24,Daily_Reward
P19556,2026-01-14,United States,Android,Google Ads,35-44,Daily_Reward
P19557,2026-01-03,India,Android,Meta Ads,18-24,Control
P19558,2026-01-15,United States,Android,TikTok Ads,35-44,Daily_Reward
P19559,2026-01-12,India,Android,Organic,35-44,Control
P19560,2026-01-10,United States,Android,Organic,45+,Daily_Reward
P19561,2026-01-11,United States,Android,Meta Ads,25-34,Free_Hint
P19562,2026-01-09,India,Android,Organic,18-24,Daily_Reward
P19563,2026-01-15,India,Android,Meta Ads,35-44,Daily_Reward
P19564,2026-01-14,United States,Android,TikTok Ads,25-34,Control
P19565,2026-01-04,United States,iOS,Meta Ads,25-34,Free_Hint
P19566,2026-01-14,Australia,Android,Organic,35-44,Control
P19567,2026-01-06,India,Android,Referral,18-24,Control
P19568,2026-01-02,United Kingdom,Android,Organic,25-34,Control
P19569,2026-01-15,United Kingdom,iOS,Referral,18-24,Daily_Reward
P19570,2026-01-13,India,Android,Meta Ads,18-24,Control
P19571,2026-01-07,India,Android,Organic,45+,Control
P19572,2026-01-11,United Kingdom,Android,Meta Ads,25-34,Control
P19573,2026-01-11,Canada,iOS,Google Ads,18-24,Control
P19574,2026-01-13,Australia,Android,Google Ads,35-44,Control
P19575,2026-01-14,United States,iOS,Organic,18-24,Control
P19576,2026-01-02,Australia,Android,Google Ads,18-24,Daily_Reward
P19577,2026-01-03,United States,iOS,Google Ads,25-34,Control
P19578,2026-01-07,United Kingdom,Android,Google Ads,18-24,Free_Hint
P19579,2026-01-10,Canada,Android,Organic,45+,Daily_Reward
P19580,2026-01-04,India,Android,Google Ads,35-44,Free_Hint
P19581,2026-01-04,Canada,Android,Referral,18-24,Daily_Reward
P19582,2026-01-15,India,iOS,TikTok Ads,18-24,Control
P19583,2026-01-02,Australia,Android,Google Ads,45+,Daily_Reward
P19584,2026-01-11,India,Android,Organic,45+,Control
P19585,2026-01-10,India,Android,Referral,18-24,Control
P19586,2026-01-09,India,Android,Google Ads,18-24,Control
P19587,2026-01-14,Canada,Android,Meta Ads,25-34,Daily_Reward
P19588,2026-01-10,United Kingdom,Android,Organic,45+,Daily_Reward
P19589,2026-01-08,United States,iOS,Referral,18-24,Free_Hint
P19590,2026-01-11,India,Android,TikTok Ads,35-44,Control
P19591,2026-01-02,United States,Android,Organic,18-24,Daily_Reward
P19592,2026-01-11,India,iOS,Organic,25-34,Control
P19593,2026-01-15,India,iOS,Referral,18-24,Control
P19594,2026-01-12,United States,Android,Meta Ads,45+,Daily_Reward
P19595,2026-01-08,India,Android,Meta Ads,18-24,Daily_Reward
P19596,2026-01-06,United States,Android,TikTok Ads,18-24,Free_Hint
P19597,2026-01-10,United States,Android,Referral,18-24,Control
P19598,2026-01-14,India,iOS,TikTok Ads,25-34,Free_Hint
P19599,2026-01-13,United States,Android,Organic,25-34,Daily_Reward
P19600,2026-01-08,India,Android,Organic,25-34,Control
